ID	FORM	LEMMA	CPOS	POS	FEATS	HEAD	DEPREL	PHEAD	PDEPREL	ID_TOKEN_NELL_INTERVENTO	CUE	SCOPE
35	comunicazioni	_	_	_	_	40	nsubj:pass	_	_	90	DESCR.	DESCR.
36-37	all'	_	_	_	_	_	_	_	_	_	_	_
36	a	_	_	_	_	38	case	_	_	91	DESCR.	DESCR.
37	l'	_	_	_	_	38	det	_	_	92	DESCR.	DESCR.
38	Assemblea	_	_	_	_	35	nmod	_	_	93	DESCR.	DESCR.
39	saranno	_	_	_	_	40	aux:pass	_	_	94	DESCR.	DESCR.
40	pubblicate	_	_	_	_	21	advcl	_	_	95	DESCR.	DESCR.
41-42	nell'	_	_	_	_	_	_	_	_	_	_	_
41	in	_	_	_	_	43	case	_	_	96	DESCR.	DESCR.
42	l'	_	_	_	_	43	det	_	_	97	DESCR.	DESCR.
43	allegato	_	_	_	_	40	obl	_	_	98	DESCR.	DESCR.
44	A	_	_	_	_	43	nmod	_	_	99	DESCR.	DESCR.
45-46	al	_	_	_	_	_	_	_	_	_	_	_
45	a	_	_	_	_	47	case	_	_	100	DESCR.	DESCR.
46	il	_	_	_	_	47	det	_	_	101	DESCR.	DESCR.
47	resoconto	_	_	_	_	43	nmod	_	_	102	DESCR.	DESCR.
48-49	della	_	_	_	_	_	_	_	_	_	_	_
48	di	_	_	_	_	50	case	_	_	103	DESCR.	DESCR.
49	la	_	_	_	_	50	det	_	_	104	DESCR.	DESCR.
50	seduta	_	_	_	_	47	nmod	_	_	105	DESCR.	DESCR.
51	odierna	_	_	_	_	50	amod	_	_	106	DESCR.	DESCR.
52	)	_	_	_	_	40	punct	_	_	107	DESCR.	DESCR.
53	.	_	_	_	_	7	punct	_	_	108	O	_
# Titolo per i prossimi 1 interventi: Annunzio della formazione di una componente politica nell'ambito del gruppo parlamentare Misto e affidamento dei poteri attribuiti dal Regolamento.
# INTERVENTO NUMERO 4												
# id="tit00020.int00010" cognomeNome="FICO Roberto" nominativo="PRESIDENTE"												
# sent_id = 1												
# text = Comunico che, a seguito della richiesta pervenuta in data 3 aprile 2018, è stata autorizzata in pari data, ai sensi dell'articolo 14, comma 5, del Regolamento, la formazione della componente politica denominata “+Europa-Centro Democratico” nell'ambito del gruppo parlamentare Misto, cui aderiscono i deputati Alessandro Fusacchia, Riccardo Magi e Bruno Tabacci.
1	Comunico	_	_	_	_	0	root	_	_	1	O	_
2	che	_	_	_	_	18	mark	_	_	2	O	_
3	,	_	_	_	_	18	punct	_	_	3	O	_
4	a	_	_	_	_	5	case	_	_	4	O	_
5	seguito	_	_	_	_	18	obl	_	_	5	O	_
6-7	della	_	_	_	_	_	_	_	_	_	_	_
6	di	_	_	_	_	8	case	_	_	6	O	_
7	la	_	_	_	_	8	det	_	_	7	O	_
8	richiesta	_	_	_	_	5	nmod	_	_	8	O	_
9	pervenuta	_	_	_	_	8	acl	_	_	9	O	_
10	in	_	_	_	_	11	case	_	_	10	O	_
11	data	_	_	_	_	9	obl	_	_	11	O	_
12	3	_	_	_	_	11	nmod	_	_	12	O	_
13	aprile	_	_	_	_	12	flat	_	_	13	O	_
14	2018	_	_	_	_	12	flat	_	_	14	O	_
15	,	_	_	_	_	5	punct	_	_	15	O	_
16	è	_	_	_	_	18	aux	_	_	16	O	_
17	stata	_	_	_	_	18	aux:pass	_	_	17	O	_
18	autorizzata	_	_	_	_	1	ccomp	_	_	18	O	_
19	in	_	_	_	_	21	case	_	_	19	O	_
20	pari	_	_	_	_	21	amod	_	_	20	O	_
21	data	_	_	_	_	18	obl	_	_	21	O	_
22	,	_	_	_	_	18	punct	_	_	22	O	_
23-24	ai	_	_	_	_	_	_	_	_	_	_	_
23	a	_	_	_	_	25	case	_	_	23	O	_
24	i	_	_	_	_	25	det	_	_	24	O	_
25	sensi	_	_	_	_	18	obl	_	_	25	O	_
26-27	dell'	_	_	_	_	_	_	_	_	_	_	_
26	di	_	_	_	_	28	case	_	_	26	O	_
27	l'	_	_	_	_	28	det	_	_	27	O	_
28	articolo	_	_	_	_	25	nmod	_	_	28	O	_
29	14	_	_	_	_	28	nummod	_	_	29	O	_
30	,	_	_	_	_	28	punct	_	_	30	O	_
31	comma	_	_	_	_	28	nmod	_	_	31	O	_
32	5	_	_	_	_	31	nummod	_	_	32	O	_
33	,	_	_	_	_	28	punct	_	_	33	O	_
34-35	del	_	_	_	_	_	_	_	_	_	_	_
34	di	_	_	_	_	36	case	_	_	34	O	_
35	il	_	_	_	_	36	det	_	_	35	O	_
36	Regolamento	_	_	_	_	28	nmod	_	_	36	O	_
37	,	_	_	_	_	18	punct	_	_	37	O	_
38	la	_	_	_	_	39	det	_	_	38	O	_
39	formazione	_	_	_	_	18	nsubj:pass	_	_	39	O	_
40-41	della	_	_	_	_	_	_	_	_	_	_	_
40	di	_	_	_	_	42	case	_	_	40	O	_
41	la	_	_	_	_	42	det	_	_	41	O	_
42	componente	_	_	_	_	39	nmod	_	_	42	O	_
43	politica	_	_	_	_	42	amod	_	_	43	O	_
44	denominata	_	_	_	_	42	acl	_	_	44	O	_
45	“	_	_	_	_	46	punct	_	_	45	O	_
46	+Europa-Centro	_	_	_	_	44	xcomp	_	_	46	O	_
47	Democratico	_	_	_	_	46	flat:name	_	_	47	O	_
48	”	_	_	_	_	46	punct	_	_	48	O	_
49-50	nell'	_	_	_	_	_	_	_	_	_	_	_
49	in	_	_	_	_	51	case	_	_	49	O	_
50	l'	_	_	_	_	51	det	_	_	50	O	_
51	ambito	_	_	_	_	44	obl	_	_	51	O	_
52-53	del	_	_	_	_	_	_	_	_	_	_	_
52	di	_	_	_	_	54	case	_	_	52	O	_
53	il	_	_	_	_	54	det	_	_	53	O	_
54	gruppo	_	_	_	_	51	nmod	_	_	54	O	_
55	parlamentare	_	_	_	_	54	amod	_	_	55	O	_
56	Misto	_	_	_	_	54	nmod	_	_	56	O	_
57	,	_	_	_	_	54	punct	_	_	57	O	_
58	cui	_	_	_	_	59	iobj	_	_	58	O	_
59	aderiscono	_	_	_	_	54	acl:relcl	_	_	59	O	_
60	i	_	_	_	_	61	det	_	_	60	O	_
61	deputati	_	_	_	_	59	nsubj	_	_	61	O	_
62	Alessandro	_	_	_	_	61	nmod	_	_	62	O	_
63	Fusacchia	_	_	_	_	62	flat:name	_	_	63	O	_
64	,	_	_	_	_	65	punct	_	_	64	O	_
65	Riccardo	_	_	_	_	62	conj	_	_	65	O	_
66	Magi	_	_	_	_	65	flat:name	_	_	66	O	_
67	e	_	_	_	_	68	cc	_	_	67	O	_
68	Bruno	_	_	_	_	62	conj	_	_	68	O	_
69	Tabacci	_	_	_	_	68	flat:name	_	_	69	O	_
70	.	_	_	_	_	1	punct	_	_	70	O	_
# sent_id = 2												
# text = Il deputato Alessandro Fusacchia ne è stato designato rappresentante.												
1	Il	_	_	_	_	2	det	_	_	71	O	_
2	deputato	_	_	_	_	8	nsubj:pass	_	_	72	O	_
3	Alessandro	_	_	_	_	2	nmod	_	_	73	O	_
4	Fusacchia	_	_	_	_	3	flat:name	_	_	74	O	_
5	ne	_	_	_	_	8	iobj	_	_	75	O	_
6	è	_	_	_	_	8	aux	_	_	76	O	_
7	stato	_	_	_	_	8	aux:pass	_	_	77	O	_
8	designato	_	_	_	_	0	root	_	_	78	O	_
9	rappresentante	_	_	_	_	8	xcomp	_	_	79	O	_
10	.	_	_	_	_	8	punct	_	_	80	O	_
# sent_id = 3												
# text = Comunico altresì che il presidente del gruppo parlamentare Misto, con lettera in data 3 aprile 2018, ha reso noto che il deputato Alessandro Fusacchia è stato nominato vicepresidente del gruppo in rappresentanza della componente politica “+Europa-Centro Democratico”.												
1	Comunico	_	_	_	_	0	root	_	_	81	O	_
2	altresì	_	_	_	_	1	advmod	_	_	82	O	_
3	che	_	_	_	_	21	mark	_	_	83	O	_
4	il	_	_	_	_	5	det	_	_	84	O	_
5	presidente	_	_	_	_	21	nsubj	_	_	85	O	_
6-7	del	_	_	_	_	_	_	_	_	_	_	_
6	di	_	_	_	_	8	case	_	_	86	O	_
7	il	_	_	_	_	8	det	_	_	87	O	_
8	gruppo	_	_	_	_	5	nmod	_	_	88	O	_
9	parlamentare	_	_	_	_	8	amod	_	_	89	O	_
10	Misto	_	_	_	_	8	nmod	_	_	90	O	_
11	,	_	_	_	_	5	punct	_	_	91	O	_
12	con	_	_	_	_	13	case	_	_	92	O	_
13	lettera	_	_	_	_	21	obl	_	_	93	O	_
14	in	_	_	_	_	15	case	_	_	94	O	_
15	data	_	_	_	_	13	nmod	_	_	95	O	_
16	3	_	_	_	_	15	nmod	_	_	96	O	_
17	aprile	_	_	_	_	16	flat	_	_	97	O	_
18	2018	_	_	_	_	16	flat	_	_	98	O	_
19	,	_	_	_	_	13	punct	_	_	99	O	_
20	ha	_	_	_	_	21	aux	_	_	100	O	_
21	reso	_	_	_	_	1	ccomp	_	_	101	O	_
22	noto	_	_	_	_	21	xcomp	_	_	102	O	_
23	che	_	_	_	_	30	mark	_	_	103	O	_
24	il	_	_	_	_	25	det	_	_	104	O	_
25	deputato	_	_	_	_	30	nsubj:pass	_	_	105	O	_
26	Alessandro	_	_	_	_	25	nmod	_	_	106	O	_
27	Fusacchia	_	_	_	_	26	flat:name	_	_	107	O	_
28	è	_	_	_	_	30	aux	_	_	108	O	_
29	stato	_	_	_	_	30	aux:pass	_	_	109	O	_
30	nominato	_	_	_	_	21	ccomp	_	_	110	O	_
31	vicepresidente	_	_	_	_	30	xcomp	_	_	111	O	_
32-33	del	_	_	_	_	_	_	_	_	_	_	_
32	di	_	_	_	_	34	case	_	_	112	O	_
33	il	_	_	_	_	34	det	_	_	113	O	_
34	gruppo	_	_	_	_	31	nmod	_	_	114	O	_
35	in	_	_	_	_	36	case	_	_	115	O	_
36	rappresentanza	_	_	_	_	30	obl	_	_	116	O	_
37-38	della	_	_	_	_	_	_	_	_	_	_	_
37	di	_	_	_	_	39	case	_	_	117	O	_
38	la	_	_	_	_	39	det	_	_	118	O	_
39	componente	_	_	_	_	36	nmod	_	_	119	O	_
40	politica	_	_	_	_	39	amod	_	_	120	O	_
41	“	_	_	_	_	42	punct	_	_	121	O	_
42	+Europa	_	_	_	_	39	nmod	_	_	122	O	_
43	-Centro	_	_	_	_	42	punct	_	_	123	O	_
44	Democratico	_	_	_	_	43	amod	_	_	124	O	_
45	”	_	_	_	_	42	punct	_	_	125	O	_
46	.	_	_	_	_	1	punct	_	_	126	O	_
# Titolo per i prossimi 1 interventi: Autorizzazione alla costituzione di un gruppo parlamentare e invito alla sua costituzione.
# INTERVENTO NUMERO 5												
# id="tit00030.int00010" cognomeNome="FICO Roberto" nominativo="PRESIDENTE"												
# sent_id = 1												
# text = Comunico che l'Ufficio di Presidenza, nella riunione del 9 aprile 2018, a norma dell'articolo 14, comma 2, del Regolamento, ha deliberato di autorizzare la costituzione del gruppo parlamentare “Liberi e Uguali”.												
1	Comunico	_	_	_	_	0	root	_	_	1	O	_
2	che	_	_	_	_	32	mark	_	_	2	O	_
3	l'	_	_	_	_	4	det	_	_	3	O	_
4	Ufficio	_	_	_	_	32	nsubj	_	_	4	O	_
5	di	_	_	_	_	6	case	_	_	5	O	_
6	Presidenza	_	_	_	_	4	nmod	_	_	6	O	_
7	,	_	_	_	_	4	punct	_	_	7	O	_
8-9	nella	_	_	_	_	_	_	_	_	_	_	_
8	in	_	_	_	_	10	case	_	_	8	O	_
9	la	_	_	_	_	10	det	_	_	9	O	_
10	riunione	_	_	_	_	32	obl	_	_	10	O	_
11-12	del	_	_	_	_	_	_	_	_	_	_	_
11	di	_	_	_	_	13	case	_	_	11	O	_
12	il	_	_	_	_	13	det	_	_	12	O	_
13	9	_	_	_	_	10	nmod	_	_	13	O	_
14	aprile	_	_	_	_	13	flat	_	_	14	O	_
15	2018	_	_	_	_	13	flat	_	_	15	O	_
16	,	_	_	_	_	10	punct	_	_	16	O	_
17	a	_	_	_	_	18	case	_	_	17	O	_
18	norma	_	_	_	_	32	obl	_	_	18	O	_
19-20	dell'	_	_	_	_	_	_	_	_	_	_	_
19	di	_	_	_	_	21	case	_	_	19	O	_
20	l'	_	_	_	_	21	det	_	_	20	O	_
21	articolo	_	_	_	_	18	nmod	_	_	21	O	_
22	14	_	_	_	_	21	nummod	_	_	22	O	_
23	,	_	_	_	_	21	punct	_	_	23	O	_
24	comma	_	_	_	_	21	nmod	_	_	24	O	_
25	2	_	_	_	_	24	nummod	_	_	25	O	_
26	,	_	_	_	_	21	punct	_	_	26	O	_
27-28	del	_	_	_	_	_	_	_	_	_	_	_
27	di	_	_	_	_	29	case	_	_	27	O	_
28	il	_	_	_	_	29	det	_	_	28	O	_
29	Regolamento	_	_	_	_	21	nmod	_	_	29	O	_
30	,	_	_	_	_	18	punct	_	_	30	O	_
31	ha	_	_	_	_	32	aux	_	_	31	O	_
32	deliberato	_	_	_	_	1	ccomp	_	_	32	O	_
33	di	_	_	_	_	34	mark	_	_	33	O	_
34	autorizzare	_	_	_	_	32	xcomp	_	_	34	O	_
35	la	_	_	_	_	36	det	_	_	35	O	_
36	costituzione	_	_	_	_	34	obj	_	_	36	O	_
37-38	del	_	_	_	_	_	_	_	_	_	_	_
37	di	_	_	_	_	39	case	_	_	37	O	_
38	il	_	_	_	_	39	det	_	_	38	O	_
39	gruppo	_	_	_	_	36	nmod	_	_	39	O	_
40	parlamentare	_	_	_	_	39	amod	_	_	40	O	_
41	“	_	_	_	_	42	punct	_	_	41	O	_
42	Liberi	_	_	_	_	39	nmod	_	_	42	O	_
43	e	_	_	_	_	44	cc	_	_	43	O	_
44	Uguali	_	_	_	_	42	conj	_	_	44	O	_
45	”	_	_	_	_	42	punct	_	_	45	O	_
46	.	_	_	_	_	1	punct	_	_	46	O	_
# sent_id = 2												
# text = Tale gruppo è convocato oggi stesso, al termine della seduta dell'Assemblea, per procedere all'elezione del presidente e degli altri organi direttivi.
1	Tale	_	_	_	_	2	det	_	_	47	O	_
2	gruppo	_	_	_	_	4	nsubj:pass	_	_	48	O	_
3	è	_	_	_	_	4	aux:pass	_	_	49	O	_
4	convocato	_	_	_	_	0	root	_	_	50	O	_
5	oggi	_	_	_	_	4	advmod	_	_	51	O	_
6	stesso	_	_	_	_	5	amod	_	_	52	O	_
7	,	_	_	_	_	4	punct	_	_	53	O	_
8-9	al	_	_	_	_	_	_	_	_	_	_	_
8	a	_	_	_	_	10	case	_	_	54	O	_
9	il	_	_	_	_	10	det	_	_	55	O	_
10	termine	_	_	_	_	4	obl	_	_	56	O	_
11-12	della	_	_	_	_	_	_	_	_	_	_	_
11	di	_	_	_	_	13	case	_	_	57	O	_
12	la	_	_	_	_	13	det	_	_	58	O	_
13	seduta	_	_	_	_	10	nmod	_	_	59	O	_
14-15	dell'	_	_	_	_	_	_	_	_	_	_	_
14	di	_	_	_	_	16	case	_	_	60	O	_
15	l'	_	_	_	_	16	det	_	_	61	O	_
16	Assemblea	_	_	_	_	13	nmod	_	_	62	O	_
17	,	_	_	_	_	4	punct	_	_	63	O	_
18	per	_	_	_	_	19	mark	_	_	64	O	_
19	procedere	_	_	_	_	4	advcl	_	_	65	O	_
20-21	all'	_	_	_	_	_	_	_	_	_	_	_
20	a	_	_	_	_	22	case	_	_	66	O	_
21	l'	_	_	_	_	22	det	_	_	67	O	_
22	elezione	_	_	_	_	19	obl	_	_	68	O	_
23-24	del	_	_	_	_	_	_	_	_	_	_	_
23	di	_	_	_	_	25	case	_	_	69	O	_
24	il	_	_	_	_	25	det	_	_	70	O	_
25	presidente	_	_	_	_	22	nmod	_	_	71	O	_
26	e	_	_	_	_	30	cc	_	_	72	O	_
27-28	degli	_	_	_	_	_	_	_	_	_	_	_
27	di	_	_	_	_	30	case	_	_	73	O	_
28	gli	_	_	_	_	30	det	_	_	74	O	_
29	altri	_	_	_	_	30	amod	_	_	75	O	_
30	organi	_	_	_	_	25	conj	_	_	76	O	_
31	direttivi	_	_	_	_	30	amod	_	_	77	O	_
32	.	_	_	_	_	4	punct	_	_	78	O	_
# Titolo per i prossimi 1 interventi: Istituzione di una Commissione speciale, ai sensi dell'articolo 22, comma 2, del Regolamento.
# INTERVENTO NUMERO 6												
# id="tit00040.int00010" cognomeNome="FICO Roberto" nominativo="PRESIDENTE"												
# sent_id = 1												
# text = L'ordine del giorno reca l'istituzione di una Commissione speciale, ai sensi dell'articolo 22, comma 2, del Regolamento.
1	L'	_	_	_	_	2	det	_	_	1	O	_
2	ordine	_	_	_	_	6	nsubj	_	_	2	O	_
3-4	del	_	_	_	_	_	_	_	_	_	_	_
3	di	_	_	_	_	5	case	_	_	3	O	_
4	il	_	_	_	_	5	det	_	_	4	O	_
5	giorno	_	_	_	_	2	nmod	_	_	5	O	_
6	reca	_	_	_	_	0	root	_	_	6	O	_
7	l'	_	_	_	_	8	det	_	_	7	O	_
8	istituzione	_	_	_	_	6	obj	_	_	8	O	_
9	di	_	_	_	_	11	case	_	_	9	O	_
10	una	_	_	_	_	11	det	_	_	10	O	_
11	Commissione	_	_	_	_	8	nmod	_	_	11	O	_
