ID	FORM	LEMMA	CPOS	POS	FEATS	HEAD	DEPREL	PHEAD	PDEPREL	CUE_NEG	SCOPE_NEG	CUE_SPEC	SCOPE_SPEC
# text = I deputati in missione sono complessivamente quattordici, come risulta dall'elenco depositato presso la Presidenza e che sarà pubblicato nell' allegato A al resoconto della seduta odierna (Ulteriori comunicazioni all'Assemblea saranno pubblicate nell'allegato A al resoconto della seduta odierna).
1	I	_	_	_	_	2	det	_	_	O	_	O	_
2	deputati	_	_	_	_	7	nsubj	_	_	O	_	O	_
3	in	_	_	_	_	4	case	_	_	O	_	O	_
4	missione	_	_	_	_	2	nmod	_	_	O	_	O	_
5	sono	_	_	_	_	7	cop	_	_	O	_	O	_
6	complessivamente	_	_	_	_	7	advmod	_	_	O	_	O	_
7	quattordici	_	_	_	_	0	root	_	_	O	_	O	_
8	,	_	_	_	_	7	punct	_	_	O	_	O	_
9	come	_	_	_	_	10	mark	_	_	O	_	O	_
10	risulta	_	_	_	_	7	advcl	_	_	O	_	O	_
11-12	dall'	_	_	_	_	_	_	_	_	_	_	_	_
11	da	_	_	_	_	13	case	_	_	O	_	O	_
12	l'	_	_	_	_	13	det	_	_	O	_	O	_
13	elenco	_	_	_	_	10	obl	_	_	O	_	O	_
14	depositato	_	_	_	_	13	acl	_	_	O	_	O	_
15	presso	_	_	_	_	17	case	_	_	O	_	O	_
16	la	_	_	_	_	17	det	_	_	O	_	O	_
17	Presidenza	_	_	_	_	14	obl	_	_	O	_	O	_
18	e	_	_	_	_	21	cc	_	_	O	_	O	_
19	che	_	_	_	_	21	nsubj:pass	_	_	O	_	O	_
20	sarà	_	_	_	_	21	aux:pass	_	_	O	_	O	_
21	pubblicato	_	_	_	_	14	conj	_	_	O	_	O	_
22-23	nell'	_	_	_	_	_	_	_	_	_	_	_	_
22	in	_	_	_	_	24	case	_	_	O	_	O	_
23	l'	_	_	_	_	24	det	_	_	O	_	O	_
24	allegato	_	_	_	_	21	obl	_	_	O	_	O	_
25	A	_	_	_	_	24	nummod	_	_	O	_	O	_
26-27	al	_	_	_	_	_	_	_	_	_	_	_	_
26	a	_	_	_	_	28	case	_	_	O	_	O	_
27	il	_	_	_	_	28	det	_	_	O	_	O	_
28	resoconto	_	_	_	_	24	nmod	_	_	O	_	O	_
29-30	della	_	_	_	_	_	_	_	_	_	_	_	_
29	di	_	_	_	_	31	case	_	_	O	_	O	_
30	la	_	_	_	_	31	det	_	_	O	_	O	_
31	seduta	_	_	_	_	28	nmod	_	_	O	_	O	_
32	odierna	_	_	_	_	31	amod	_	_	O	_	O	_
33	(	_	_	_	_	40	punct	_	_	DESCR.	DESCR.	DESCR.	DESCR.
34	Ulteriori	_	_	_	_	35	amod	_	_	DESCR.	DESCR.	DESCR.	DESCR.
35	comunicazioni	_	_	_	_	40	nsubj:pass	_	_	DESCR.	DESCR.	DESCR.	DESCR.
36-37	all'	_	_	_	_	_	_	_	_	_	_	_	_
36	a	_	_	_	_	38	case	_	_	DESCR.	DESCR.	DESCR.	DESCR.
37	l'	_	_	_	_	38	det	_	_	DESCR.	DESCR.	DESCR.	DESCR.
38	Assemblea	_	_	_	_	35	nmod	_	_	DESCR.	DESCR.	DESCR.	DESCR.
39	saranno	_	_	_	_	40	aux:pass	_	_	DESCR.	DESCR.	DESCR.	DESCR.
40	pubblicate	_	_	_	_	21	advcl	_	_	DESCR.	DESCR.	DESCR.	DESCR.
41-42	nell'	_	_	_	_	_	_	_	_	_	_	_	_
41	in	_	_	_	_	43	case	_	_	DESCR.	DESCR.	DESCR.	DESCR.
42	l'	_	_	_	_	43	det	_	_	DESCR.	DESCR.	DESCR.	DESCR.
43	allegato	_	_	_	_	40	obl	_	_	DESCR.	DESCR.	DESCR.	DESCR.
44	A	_	_	_	_	43	nmod	_	_	DESCR.	DESCR.	DESCR.	DESCR.
45-46	al	_	_	_	_	_	_	_	_	_	_	_	_
45	a	_	_	_	_	47	case	_	_	DESCR.	DESCR.	DESCR.	DESCR.
46	il	_	_	_	_	47	det	_	_	DESCR.	DESCR.	DESCR.	DESCR.
47	resoconto	_	_	_	_	43	nmod	_	_	DESCR.	DESCR.	DESCR.	DESCR.
48-49	della	_	_	_	_	_	_	_	_	_	_	_	_
48	di	_	_	_	_	50	case	_	_	DESCR.	DESCR.	DESCR.	DESCR.
49	la	_	_	_	_	50	det	_	_	DESCR.	DESCR.	DESCR.	DESCR.
50	seduta	_	_	_	_	47	nmod	_	_	DESCR.	DESCR.	DESCR.	DESCR.
51	odierna	_	_	_	_	50	amod	_	_	DESCR.	DESCR.	DESCR.	DESCR.
52	)	_	_	_	_	40	punct	_	_	DESCR.	DESCR.	DESCR.	DESCR.
53	.	_	_	_	_	7	punct	_	_	O	_	O	_
# Titolo per i prossimi 27 interventi: Informativa urgente del Presidente del Consiglio dei ministri sui recenti sviluppi della situazione in Siria (ore 15,34). (ore 15,34)
# INTERVENTO NUMERO 2
# id="tit00020.int00010" cognomeNome="FICO Roberto" nominativo="PRESIDENTE"
# sent_id = 1
# text = L'ordine del giorno reca lo svolgimento di un'informativa urgente del Presidente del Consiglio dei ministri sui recenti sviluppi della situazione in Siria.
1	L'	_	_	_	_	2	det	_	_	O	_	O	_
2	ordine	_	_	_	_	6	nsubj	_	_	O	_	O	_
3-4	del	_	_	_	_	_	_	_	_	_	_	_	_
3	di	_	_	_	_	5	case	_	_	O	_	O	_
4	il	_	_	_	_	5	det	_	_	O	_	O	_
5	giorno	_	_	_	_	2	nmod	_	_	O	_	O	_
6	reca	_	_	_	_	0	root	_	_	O	_	O	_
7	lo	_	_	_	_	8	det	_	_	O	_	O	_
8	svolgimento	_	_	_	_	6	obj	_	_	O	_	O	_
9	di	_	_	_	_	11	case	_	_	O	_	O	_
10	un'	_	_	_	_	11	det	_	_	O	_	O	_
11	informativa	_	_	_	_	8	nmod	_	_	O	_	O	_
12	urgente	_	_	_	_	11	amod	_	_	O	_	O	_
13-14	del	_	_	_	_	_	_	_	_	_	_	_	_
13	di	_	_	_	_	15	case	_	_	O	_	O	_
14	il	_	_	_	_	15	det	_	_	O	_	O	_
15	Presidente	_	_	_	_	11	nmod	_	_	O	_	O	_
16-17	del	_	_	_	_	_	_	_	_	_	_	_	_
16	di	_	_	_	_	18	case	_	_	O	_	O	_
17	il	_	_	_	_	18	det	_	_	O	_	O	_
18	Consiglio	_	_	_	_	15	nmod	_	_	O	_	O	_
19-20	dei	_	_	_	_	_	_	_	_	_	_	_	_
19	di	_	_	_	_	21	case	_	_	O	_	O	_
20	i	_	_	_	_	21	det	_	_	O	_	O	_
21	ministri	_	_	_	_	18	nmod	_	_	O	_	O	_
22-23	sui	_	_	_	_	_	_	_	_	_	_	_	_
22	su	_	_	_	_	25	case	_	_	O	_	O	_
23	i	_	_	_	_	25	det	_	_	O	_	O	_
24	recenti	_	_	_	_	25	amod	_	_	O	_	O	_
25	sviluppi	_	_	_	_	11	nmod	_	_	O	_	O	_
26-27	della	_	_	_	_	_	_	_	_	_	_	_	_
26	di	_	_	_	_	28	case	_	_	O	_	O	_
27	la	_	_	_	_	28	det	_	_	O	_	O	_
28	situazione	_	_	_	_	25	nmod	_	_	O	_	O	_
29	in	_	_	_	_	30	case	_	_	O	_	O	_
30	Siria	_	_	_	_	28	nmod	_	_	O	_	O	_
31	.	_	_	_	_	6	punct	_	_	O	_	O	_
# sent_id = 2
# text = Dopo l'intervento del Presidente del Consiglio dei ministri interverranno i rappresentanti dei gruppi in ordine decrescente, secondo la rispettiva consistenza numerica, per dieci minuti ciascuno.
1	Dopo	_	_	_	_	3	case	_	_	O	_	O	_
2	l'	_	_	_	_	3	det	_	_	O	_	O	_
3	intervento	_	_	_	_	13	obl	_	_	O	_	O	_
4-5	del	_	_	_	_	_	_	_	_	_	_	_	_
4	di	_	_	_	_	6	case	_	_	O	_	O	_
5	il	_	_	_	_	6	det	_	_	O	_	O	_
6	Presidente	_	_	_	_	3	nmod	_	_	O	_	O	_
7-8	del	_	_	_	_	_	_	_	_	_	_	_	_
7	di	_	_	_	_	9	case	_	_	O	_	O	_
8	il	_	_	_	_	9	det	_	_	O	_	O	_
9	Consiglio	_	_	_	_	6	nmod	_	_	O	_	O	_
10-11	dei	_	_	_	_	_	_	_	_	_	_	_	_
10	di	_	_	_	_	12	case	_	_	O	_	O	_
11	i	_	_	_	_	12	det	_	_	O	_	O	_
12	ministri	_	_	_	_	9	nmod	_	_	O	_	O	_
13	interverranno	_	_	_	_	0	root	_	_	O	_	O	_
14	i	_	_	_	_	15	det	_	_	O	_	O	_
15	rappresentanti	_	_	_	_	13	nsubj	_	_	O	_	O	_
16-17	dei	_	_	_	_	_	_	_	_	_	_	_	_
16	di	_	_	_	_	18	case	_	_	O	_	O	_
17	i	_	_	_	_	18	det	_	_	O	_	O	_
18	gruppi	_	_	_	_	15	nmod	_	_	O	_	O	_
19	in	_	_	_	_	20	case	_	_	O	_	O	_
20	ordine	_	_	_	_	13	obl	_	_	O	_	O	_
21	decrescente	_	_	_	_	20	amod	_	_	O	_	O	_
22	,	_	_	_	_	20	punct	_	_	O	_	O	_
23	secondo	_	_	_	_	26	case	_	_	O	_	O	_
24	la	_	_	_	_	26	det	_	_	O	_	O	_
25	rispettiva	_	_	_	_	26	amod	_	_	O	_	O	_
26	consistenza	_	_	_	_	20	nmod	_	_	O	_	O	_
27	numerica	_	_	_	_	26	amod	_	_	O	_	O	_
28	,	_	_	_	_	13	punct	_	_	O	_	O	_
29	per	_	_	_	_	31	case	_	_	O	_	O	_
30	dieci	_	_	_	_	31	nummod	_	_	O	_	O	_
31	minuti	_	_	_	_	13	obl	_	_	O	_	O	_
32	ciascuno	_	_	_	_	31	nmod	_	_	O	_	O	_
33	.	_	_	_	_	13	punct	_	_	O	_	O	_
# sent_id = 3
# text = Un tempo aggiuntivo è attribuito al gruppo Misto.
1	Un	_	_	_	_	2	det	_	_	O	_	O	_
2	tempo	_	_	_	_	5	nsubj:pass	_	_	O	_	O	_
3	aggiuntivo	_	_	_	_	2	amod	_	_	O	_	O	_
4	è	_	_	_	_	5	aux:pass	_	_	O	_	O	_
5	attribuito	_	_	_	_	0	root	_	_	O	_	O	_
6-7	al	_	_	_	_	_	_	_	_	_	_	_	_
6	a	_	_	_	_	8	case	_	_	O	_	O	_
7	il	_	_	_	_	8	det	_	_	O	_	O	_
8	gruppo	_	_	_	_	5	obl	_	_	O	_	O	_
9	Misto	_	_	_	_	8	nmod	_	_	O	_	O	_
10	.	_	_	_	_	5	punct	_	_	O	_	O	_
# Titolo per i prossimi 2 interventi: (Intervento del Presidente del Consiglio dei ministri)
# INTERVENTO NUMERO 3
# id="tit00020.sub00010.int00010" cognomeNome="FICO Roberto" nominativo="PRESIDENTE"
# sent_id = 1
# text = Ha facoltà di parlare il Presidente del Consiglio dei ministri, Paolo Gentiloni.
1	Ha	_	_	_	_	0	root	_	_	O	_	O	_
2	facoltà	_	_	_	_	1	obj	_	_	O	_	O	_
3	di	_	_	_	_	4	mark	_	_	O	_	O	_
4	parlare	_	_	_	_	2	acl	_	_	O	_	O	_
5	il	_	_	_	_	6	det	_	_	O	_	O	_
6	Presidente	_	_	_	_	1	nsubj	_	_	O	_	O	_
7-8	del	_	_	_	_	_	_	_	_	_	_	_	_
7	di	_	_	_	_	9	case	_	_	O	_	O	_
8	il	_	_	_	_	9	det	_	_	O	_	O	_
9	Consiglio	_	_	_	_	6	nmod	_	_	O	_	O	_
10-11	dei	_	_	_	_	_	_	_	_	_	_	_	_
10	di	_	_	_	_	12	case	_	_	O	_	O	_
11	i	_	_	_	_	12	det	_	_	O	_	O	_
12	ministri	_	_	_	_	9	nmod	_	_	O	_	O	_
13	,	_	_	_	_	6	punct	_	_	O	_	O	_
14	Paolo	_	_	_	_	6	appos	_	_	O	_	O	_
15	Gentiloni	_	_	_	_	14	flat:name	_	_	O	_	O	_
16	.	_	_	_	_	1	punct	_	_	O	_	O	_
# INTERVENTO NUMERO 4
# id="tit00020.sub00010.int00020" cognomeNome="GENTILONI SILVERI Paolo"
# sent_id = 1
# text = Presidente del Consiglio dei ministri.
1	Presidente	_	_	_	_	0	root	_	_	DESCR.	DESCR.	DESCR.	DESCR.
2-3	del	_	_	_	_	_	_	_	_	_	_	_	_
2	di	_	_	_	_	4	case	_	_	DESCR.	DESCR.	DESCR.	DESCR.
3	il	_	_	_	_	4	det	_	_	DESCR.	DESCR.	DESCR.	DESCR.
4	Consiglio	_	_	_	_	1	nmod	_	_	DESCR.	DESCR.	DESCR.	DESCR.
5-6	dei	_	_	_	_	_	_	_	_	_	_	_	_
5	di	_	_	_	_	7	case	_	_	DESCR.	DESCR.	DESCR.	DESCR.
6	i	_	_	_	_	7	det	_	_	DESCR.	DESCR.	DESCR.	DESCR.
7	ministri	_	_	_	_	4	nmod	_	_	DESCR.	DESCR.	DESCR.	DESCR.
8	.	_	_	_	_	1	punct	_	_	DESCR.	DESCR.	DESCR.	DESCR.
# sent_id = 2
# text = Signor Presidente, onorevoli colleghi, in questi giorni la Siria ha riproposto a tutti noi, come cittadini e soprattutto come parlamentari, un dilemma angoscioso, e cioè se possiamo noi, se può la comunità internazionale, a cento anni dalla conclusione della prima guerra mondiale, adattarsi all'idea di convivere di nuovo con le armi chimiche, riammettere in qualche modo le armi chimiche come un elemento legittimo del panorama della storia.
1	Signor	_	_	_	_	13	vocative	_	_	O	_	O	_
2	Presidente	_	_	_	_	1	compound	_	_	O	_	O	_
3	,	_	_	_	_	1	punct	_	_	O	_	O	_
4	onorevoli	_	_	_	_	5	amod	_	_	O	_	O	_
5	colleghi	_	_	_	_	13	vocative	_	_	O	_	O	_
6	,	_	_	_	_	5	punct	_	_	O	_	O	_
7	in	_	_	_	_	9	case	_	_	O	_	O	_
8	questi	_	_	_	_	9	det	_	_	O	_	O	_
9	giorni	_	_	_	_	13	obl	_	_	O	_	O	_
10	la	_	_	_	_	11	det	_	_	O	_	O	_
11	Siria	_	_	_	_	13	nsubj	_	_	O	_	O	_
12	ha	_	_	_	_	13	aux	_	_	O	_	O	_
13	riproposto	_	_	_	_	0	root	_	_	O	_	O	_
14	a	_	_	_	_	16	case	_	_	O	_	O	_
15	tutti	_	_	_	_	16	det	_	_	O	_	O	_
16	noi	_	_	_	_	13	obl	_	_	O	_	O	_
17	,	_	_	_	_	16	punct	_	_	O	_	O	_
18	come	_	_	_	_	19	case	_	_	O	_	O	_
19	cittadini	_	_	_	_	16	nmod	_	_	O	_	O	_
20	e	_	_	_	_	23	cc	_	_	O	_	O	_
21	soprattutto	_	_	_	_	23	advmod	_	_	O	_	O	_
22	come	_	_	_	_	23	case	_	_	O	_	O	_
23	parlamentari	_	_	_	_	19	conj	_	_	O	_	O	_
24	,	_	_	_	_	13	punct	_	_	O	_	O	_
25	un	_	_	_	_	26	det	_	_	O	_	O	_
26	dilemma	_	_	_	_	13	obj	_	_	O	_	O	_
27	angoscioso	_	_	_	_	26	amod	_	_	O	_	O	_
28	,	_	_	_	_	26	punct	_	_	O	_	O	_
29	e	_	_	_	_	32	cc	_	_	O	_	O	_
30	cioè	_	_	_	_	32	advmod	_	_	O	_	O	_
31	se	_	_	_	_	32	mark	_	_	O	_	O	_
32	possiamo	_	_	_	_	53	aux	_	_	O	_	O	_
33	noi	_	_	_	_	32	nsubj	_	_	O	_	O	_
34	,	_	_	_	_	36	punct	_	_	O	_	O	_
35	se	_	_	_	_	36	mark	_	_	O	_	O	_
36	può	_	_	_	_	32	conj	_	_	O	_	O	_
37	la	_	_	_	_	38	det	_	_	O	_	O	_
38	comunità	_	_	_	_	36	nsubj	_	_	O	_	O	_
39	internazionale	_	_	_	_	38	amod	_	_	O	_	O	_
40	,	_	_	_	_	36	punct	_	_	O	_	O	_
41	a	_	_	_	_	43	case	_	_	O	_	O	_
42	cento	_	_	_	_	43	nummod	_	_	O	_	O	_
43	anni	_	_	_	_	36	obl	_	_	O	_	O	_
44-45	dalla	_	_	_	_	_	_	_	_	_	_	_	_
44	da	_	_	_	_	46	case	_	_	O	_	O	_
45	la	_	_	_	_	46	det	_	_	O	_	O	_
46	conclusione	_	_	_	_	43	nmod	_	_	O	_	O	_
47-48	della	_	_	_	_	_	_	_	_	_	_	_	_
47	di	_	_	_	_	50	case	_	_	O	_	O	_
48	la	_	_	_	_	50	det	_	_	O	_	O	_
49	prima	_	_	_	_	50	amod	_	_	O	_	O	_
50	guerra	_	_	_	_	46	nmod	_	_	O	_	O	_
51	mondiale	_	_	_	_	50	amod	_	_	O	_	O	_
52	,	_	_	_	_	43	punct	_	_	O	_	O	_
53-54	adattarsi	_	_	_	_	_	_	_	_	_	_	_	_
53	adattar	_	_	_	_	26	acl:relcl	_	_	O	_	O	_
54	si	_	_	_	_	53	expl	_	_	O	_	O	_
55-56	all'	_	_	_	_	_	_	_	_	_	_	_	_
55	a	_	_	_	_	57	case	_	_	O	_	O	_
56	l'	_	_	_	_	57	det	_	_	O	_	O	_
57	idea	_	_	_	_	53	obl	_	_	O	_	O	_
58	di	_	_	_	_	59	mark	_	_	O	_	O	_
59	convivere	_	_	_	_	57	acl	_	_	O	_	O	_
60	di	_	_	_	_	61	case	_	_	O	_	O	_
61	nuovo	_	_	_	_	59	obl	_	_	O	_	O	_
62	con	_	_	_	_	64	case	_	_	O	_	O	_
63	le	_	_	_	_	64	det	_	_	O	_	O	_
64	armi	_	_	_	_	59	obl	_	_	O	_	O	_
65	chimiche	_	_	_	_	64	amod	_	_	O	_	O	_
66	,	_	_	_	_	67	punct	_	_	O	_	O	_
67	riammettere	_	_	_	_	53	conj	_	_	O	_	O	_
68	in	_	_	_	_	70	case	_	_	O	_	O	_
69	qualche	_	_	_	_	70	det	_	_	O	_	O	_
70	modo	_	_	_	_	67	obl	_	_	O	_	O	_
71	le	_	_	_	_	72	det	_	_	O	_	O	_
72	armi	_	_	_	_	67	obj	_	_	O	_	O	_
73	chimiche	_	_	_	_	72	amod	_	_	O	_	O	_
74	come	_	_	_	_	76	case	_	_	O	_	O	_
75	un	_	_	_	_	76	det	_	_	O	_	O	_
76	elemento	_	_	_	_	67	obl	_	_	O	_	O	_
77	legittimo	_	_	_	_	76	amod	_	_	O	_	O	_
78-79	del	_	_	_	_	_	_	_	_	_	_	_	_
78	di	_	_	_	_	80	case	_	_	O	_	O	_
79	il	_	_	_	_	80	det	_	_	O	_	O	_
80	panorama	_	_	_	_	76	nmod	_	_	O	_	O	_
81-82	della	_	_	_	_	_	_	_	_	_	_	_	_
81	di	_	_	_	_	83	case	_	_	O	_	O	_
82	la	_	_	_	_	83	det	_	_	O	_	O	_
83	storia	_	_	_	_	80	nmod	_	_	O	_	O	_
84	.	_	_	_	_	13	punct	_	_	O	_	O	_
# sent_id = 3
# text = Credo che la risposta di tutti noi, la risposta unanime a questo dilemma sia molto semplice e molto chiara:
1	Credo	_	_	_	_	0	root	_	_	O	_	BS	_
2	che	_	_	_	_	17	mark	_	_	O	_	O	_
3	la	_	_	_	_	4	det	_	_	O	_	O	1
4	risposta	_	_	_	_	17	nsubj	_	_	O	_	O	1
5	di	_	_	_	_	7	case	_	_	O	_	O	1
6	tutti	_	_	_	_	7	det	_	_	O	_	O	1
7	noi	_	_	_	_	4	nmod	_	_	O	_	O	1
8	,	_	_	_	_	4	punct	_	_	O	_	O	1
9	la	_	_	_	_	10	det	_	_	O	_	O	1
10	risposta	_	_	_	_	17	nsubj	_	_	O	_	O	1
11	unanime	_	_	_	_	10	amod	_	_	O	_	O	1
12	a	_	_	_	_	14	case	_	_	O	_	O	1
13	questo	_	_	_	_	14	det	_	_	O	_	O	1
14	dilemma	_	_	_	_	10	nmod	_	_	O	_	O	1
15	sia	_	_	_	_	17	cop	_	_	O	_	O	1
16	molto	_	_	_	_	17	advmod	_	_	O	_	O	1
17	semplice	_	_	_	_	1	ccomp	_	_	O	_	O	1
18	e	_	_	_	_	20	cc	_	_	O	_	O	1
19	molto	_	_	_	_	20	advmod	_	_	O	_	O	1
20	chiara	_	_	_	_	17	conj	_	_	O	_	O	1
21	:	_	_	_	_	1	punct	_	_	O	_	O	_
# sent_id = 4
# text = non possiamo accettare che si torni, un secolo dopo la fine della grande guerra, all'uso e alla legittimazione dell'uso delle armi chimiche.
1	non	_	_	_	_	3	advmod	_	_	BN	_	O	_
2	possiamo	_	_	_	_	3	aux	_	_	O	1	O	_
3	accettare	_	_	_	_	0	root	_	_	O	1	O	_
4	che	_	_	_	_	6	mark	_	_	O	1	O	_
5	si	_	_	_	_	6	expl:impers	_	_	O	1	O	_
6	torni	_	_	_	_	3	ccomp	_	_	O	1	O	_
7	,	_	_	_	_	6	punct	_	_	O	_	O	_
8	un	_	_	_	_	9	det	_	_	O	_	O	_
9	secolo	_	_	_	_	6	obl	_	_	O	_	O	_
10	dopo	_	_	_	_	12	case	_	_	O	_	O	_
11	la	_	_	_	_	12	det	_	_	O	_	O	_
12	fine	_	_	_	_	9	nmod	_	_	O	_	O	_
13-14	della	_	_	_	_	_	_	_	_	_	_	_	_
13	di	_	_	_	_	16	case	_	_	O	_	O	_
14	la	_	_	_	_	16	det	_	_	O	_	O	_
15	grande	_	_	_	_	16	amod	_	_	O	_	O	_
16	guerra	_	_	_	_	12	nmod	_	_	O	_	O	_
17	,	_	_	_	_	6	punct	_	_	O	_	O	_
18-19	all'	_	_	_	_	_	_	_	_	_	_	_	_
18	a	_	_	_	_	20	case	_	_	O	1	O	_
19	l'	_	_	_	_	20	det	_	_	O	1	O	_
20	uso	_	_	_	_	6	obl	_	_	O	1	O	_
21	e	_	_	_	_	24	cc	_	_	O	1	O	_
22-23	alla	_	_	_	_	_	_	_	_	_	_	_	_
22	a	_	_	_	_	24	case	_	_	O	1	O	_
23	la	_	_	_	_	24	det	_	_	O	1	O	_
24	legittimazione	_	_	_	_	20	conj	_	_	O	1	O	_
25-26	dell'	_	_	_	_	_	_	_	_	_	_	_	_
25	di	_	_	_	_	27	case	_	_	O	1	O	_
26	l'	_	_	_	_	27	det	_	_	O	1	O	_
27	uso	_	_	_	_	24	nmod	_	_	O	1	O	_
28-29	delle	_	_	_	_	_	_	_	_	_	_	_	_
