ID	FORM	LEMMA	CPOS	POS	FEATS	HEAD	DEPREL	PHEAD	PDEPREL	CUE_NEG	SCOPE_NEG	CUE_SPEC	SCOPE_SPEC
22	in	_	_	_	_	24	case	_	_	O	_	O	_
23	l'	_	_	_	_	24	det	_	_	O	_	O	_
24	allegato	_	_	_	_	21	obl	_	_	O	_	O	_
25	A	_	_	_	_	24	nummod	_	_	O	_	O	_
26-27	al	_	_	_	_	_	_	_	_	_	_	_	_
26	a	_	_	_	_	28	case	_	_	O	_	O	_
27	il	_	_	_	_	28	det	_	_	O	_	O	_
28	resoconto	_	_	_	_	24	nmod	_	_	O	_	O	_
29-30	della	_	_	_	_	_	_	_	_	_	_	_	_
29	di	_	_	_	_	31	case	_	_	O	_	O	_
30	la	_	_	_	_	31	det	_	_	O	_	O	_
31	seduta	_	_	_	_	28	nmod	_	_	O	_	O	_
32	odierna	_	_	_	_	31	amod	_	_	O	_	O	_
33	(	_	_	_	_	40	punct	_	_	DESCR.	DESCR.	DESCR.	DESCR.
34	Ulteriori	_	_	_	_	35	amod	_	_	DESCR.	DESCR.	DESCR.	DESCR.
35	comunicazioni	_	_	_	_	40	nsubj:pass	_	_	DESCR.	DESCR.	DESCR.	DESCR.
36-37	all'	_	_	_	_	_	_	_	_	_	_	_	_
36	a	_	_	_	_	38	case	_	_	DESCR.	DESCR.	DESCR.	DESCR.
37	l'	_	_	_	_	38	det	_	_	DESCR.	DESCR.	DESCR.	DESCR.
38	Assemblea	_	_	_	_	35	nmod	_	_	DESCR.	DESCR.	DESCR.	DESCR.
39	saranno	_	_	_	_	40	aux:pass	_	_	DESCR.	DESCR.	DESCR.	DESCR.
40	pubblicate	_	_	_	_	21	advcl	_	_	DESCR.	DESCR.	DESCR.	DESCR.
41-42	nell'	_	_	_	_	_	_	_	_	_	_	_	_
41	in	_	_	_	_	43	case	_	_	DESCR.	DESCR.	DESCR.	DESCR.
42	l'	_	_	_	_	43	det	_	_	DESCR.	DESCR.	DESCR.	DESCR.
43	allegato	_	_	_	_	40	obl	_	_	DESCR.	DESCR.	DESCR.	DESCR.
44	A	_	_	_	_	43	nmod	_	_	DESCR.	DESCR.	DESCR.	DESCR.
45-46	al	_	_	_	_	_	_	_	_	_	_	_	_
45	a	_	_	_	_	47	case	_	_	DESCR.	DESCR.	DESCR.	DESCR.
46	il	_	_	_	_	47	det	_	_	DESCR.	DESCR.	DESCR.	DESCR.
47	resoconto	_	_	_	_	43	nmod	_	_	DESCR.	DESCR.	DESCR.	DESCR.
48-49	della	_	_	_	_	_	_	_	_	_	_	_	_
48	di	_	_	_	_	50	case	_	_	DESCR.	DESCR.	DESCR.	DESCR.
49	la	_	_	_	_	50	det	_	_	DESCR.	DESCR.	DESCR.	DESCR.
50	seduta	_	_	_	_	47	nmod	_	_	DESCR.	DESCR.	DESCR.	DESCR.
51	odierna	_	_	_	_	50	amod	_	_	DESCR.	DESCR.	DESCR.	DESCR.
52	)	_	_	_	_	40	punct	_	_	DESCR.	DESCR.	DESCR.	DESCR.
53	.	_	_	_	_	7	punct	_	_	O	_	O	_
# Titolo per i prossimi 1 interventi: Annunzio della formazione di una componente politica nell'ambito del gruppo parlamentare Misto e affidamento dei poteri attribuiti dal Regolamento.
# INTERVENTO NUMERO 4
# id="tit00020.int00010" cognomeNome="FICO Roberto" nominativo="PRESIDENTE"
# sent_id = 1
# text = Comunico che, a seguito della richiesta pervenuta in data 3 aprile 2018, è stata autorizzata in pari data, ai sensi dell'articolo 14, comma 5, del Regolamento, la formazione della componente politica denominata “+Europa-Centro Democratico” nell'ambito del gruppo parlamentare Misto, cui aderiscono i deputati Alessandro Fusacchia, Riccardo Magi e Bruno Tabacci.
1	Comunico	_	_	_	_	0	root	_	_	O	_	O	_
2	che	_	_	_	_	18	mark	_	_	O	_	O	_
3	,	_	_	_	_	18	punct	_	_	O	_	O	_
4	a	_	_	_	_	5	case	_	_	O	_	O	_
5	seguito	_	_	_	_	18	obl	_	_	O	_	O	_
6-7	della	_	_	_	_	_	_	_	_	_	_	_	_
6	di	_	_	_	_	8	case	_	_	O	_	O	_
7	la	_	_	_	_	8	det	_	_	O	_	O	_
8	richiesta	_	_	_	_	5	nmod	_	_	O	_	O	_
9	pervenuta	_	_	_	_	8	acl	_	_	O	_	O	_
10	in	_	_	_	_	11	case	_	_	O	_	O	_
11	data	_	_	_	_	9	obl	_	_	O	_	O	_
12	3	_	_	_	_	11	nmod	_	_	O	_	O	_
13	aprile	_	_	_	_	12	flat	_	_	O	_	O	_
14	2018	_	_	_	_	12	flat	_	_	O	_	O	_
15	,	_	_	_	_	5	punct	_	_	O	_	O	_
16	è	_	_	_	_	18	aux	_	_	O	_	O	_
17	stata	_	_	_	_	18	aux:pass	_	_	O	_	O	_
18	autorizzata	_	_	_	_	1	ccomp	_	_	O	_	O	_
19	in	_	_	_	_	21	case	_	_	O	_	O	_
20	pari	_	_	_	_	21	amod	_	_	O	_	O	_
21	data	_	_	_	_	18	obl	_	_	O	_	O	_
22	,	_	_	_	_	18	punct	_	_	O	_	O	_
23-24	ai	_	_	_	_	_	_	_	_	_	_	_	_
23	a	_	_	_	_	25	case	_	_	O	_	O	_
24	i	_	_	_	_	25	det	_	_	O	_	O	_
25	sensi	_	_	_	_	18	obl	_	_	O	_	O	_
26-27	dell'	_	_	_	_	_	_	_	_	_	_	_	_
26	di	_	_	_	_	28	case	_	_	O	_	O	_
27	l'	_	_	_	_	28	det	_	_	O	_	O	_
28	articolo	_	_	_	_	25	nmod	_	_	O	_	O	_
29	14	_	_	_	_	28	nummod	_	_	O	_	O	_
30	,	_	_	_	_	28	punct	_	_	O	_	O	_
31	comma	_	_	_	_	28	nmod	_	_	O	_	O	_
32	5	_	_	_	_	31	nummod	_	_	O	_	O	_
33	,	_	_	_	_	28	punct	_	_	O	_	O	_
34-35	del	_	_	_	_	_	_	_	_	_	_	_	_
34	di	_	_	_	_	36	case	_	_	O	_	O	_
35	il	_	_	_	_	36	det	_	_	O	_	O	_
36	Regolamento	_	_	_	_	28	nmod	_	_	O	_	O	_
37	,	_	_	_	_	18	punct	_	_	O	_	O	_
38	la	_	_	_	_	39	det	_	_	O	_	O	_
39	formazione	_	_	_	_	18	nsubj:pass	_	_	O	_	O	_
40-41	della	_	_	_	_	_	_	_	_	_	_	_	_
40	di	_	_	_	_	42	case	_	_	O	_	O	_
41	la	_	_	_	_	42	det	_	_	O	_	O	_
42	componente	_	_	_	_	39	nmod	_	_	O	_	O	_
43	politica	_	_	_	_	42	amod	_	_	O	_	O	_
44	denominata	_	_	_	_	42	acl	_	_	O	_	O	_
45	“	_	_	_	_	46	punct	_	_	O	_	O	_
46	+Europa-Centro	_	_	_	_	44	xcomp	_	_	O	_	O	_
47	Democratico	_	_	_	_	46	flat:name	_	_	O	_	O	_
48	”	_	_	_	_	46	punct	_	_	O	_	O	_
49-50	nell'	_	_	_	_	_	_	_	_	_	_	_	_
49	in	_	_	_	_	51	case	_	_	O	_	O	_
50	l'	_	_	_	_	51	det	_	_	O	_	O	_
51	ambito	_	_	_	_	44	obl	_	_	O	_	O	_
52-53	del	_	_	_	_	_	_	_	_	_	_	_	_
52	di	_	_	_	_	54	case	_	_	O	_	O	_
53	il	_	_	_	_	54	det	_	_	O	_	O	_
54	gruppo	_	_	_	_	51	nmod	_	_	O	_	O	_
55	parlamentare	_	_	_	_	54	amod	_	_	O	_	O	_
56	Misto	_	_	_	_	54	nmod	_	_	O	_	O	_
57	,	_	_	_	_	54	punct	_	_	O	_	O	_
58	cui	_	_	_	_	59	iobj	_	_	O	_	O	_
59	aderiscono	_	_	_	_	54	acl:relcl	_	_	O	_	O	_
60	i	_	_	_	_	61	det	_	_	O	_	O	_
61	deputati	_	_	_	_	59	nsubj	_	_	O	_	O	_
62	Alessandro	_	_	_	_	61	nmod	_	_	O	_	O	_
63	Fusacchia	_	_	_	_	62	flat:name	_	_	O	_	O	_
64	,	_	_	_	_	65	punct	_	_	O	_	O	_
65	Riccardo	_	_	_	_	62	conj	_	_	O	_	O	_
66	Magi	_	_	_	_	65	flat:name	_	_	O	_	O	_
67	e	_	_	_	_	68	cc	_	_	O	_	O	_
68	Bruno	_	_	_	_	62	conj	_	_	O	_	O	_
69	Tabacci	_	_	_	_	68	flat:name	_	_	O	_	O	_
70	.	_	_	_	_	1	punct	_	_	O	_	O	_
# sent_id = 2
# text = Il deputato Alessandro Fusacchia ne è stato designato rappresentante.
1	Il	_	_	_	_	2	det	_	_	O	_	O	_
2	deputato	_	_	_	_	8	nsubj:pass	_	_	O	_	O	_
3	Alessandro	_	_	_	_	2	nmod	_	_	O	_	O	_
4	Fusacchia	_	_	_	_	3	flat:name	_	_	O	_	O	_
5	ne	_	_	_	_	8	iobj	_	_	O	_	O	_
6	è	_	_	_	_	8	aux	_	_	O	_	O	_
7	stato	_	_	_	_	8	aux:pass	_	_	O	_	O	_
8	designato	_	_	_	_	0	root	_	_	O	_	O	_
9	rappresentante	_	_	_	_	8	xcomp	_	_	O	_	O	_
10	.	_	_	_	_	8	punct	_	_	O	_	O	_
# sent_id = 3
# text = Comunico altresì che il presidente del gruppo parlamentare Misto, con lettera in data 3 aprile 2018, ha reso noto che il deputato Alessandro Fusacchia è stato nominato vicepresidente del gruppo in rappresentanza della componente politica “+Europa-Centro Democratico”.
1	Comunico	_	_	_	_	0	root	_	_	O	_	O	_
2	altresì	_	_	_	_	1	advmod	_	_	O	_	O	_
3	che	_	_	_	_	21	mark	_	_	O	_	O	_
4	il	_	_	_	_	5	det	_	_	O	_	O	_
5	presidente	_	_	_	_	21	nsubj	_	_	O	_	O	_
6-7	del	_	_	_	_	_	_	_	_	_	_	_	_
6	di	_	_	_	_	8	case	_	_	O	_	O	_
7	il	_	_	_	_	8	det	_	_	O	_	O	_
8	gruppo	_	_	_	_	5	nmod	_	_	O	_	O	_
9	parlamentare	_	_	_	_	8	amod	_	_	O	_	O	_
10	Misto	_	_	_	_	8	nmod	_	_	O	_	O	_
11	,	_	_	_	_	5	punct	_	_	O	_	O	_
12	con	_	_	_	_	13	case	_	_	O	_	O	_
13	lettera	_	_	_	_	21	obl	_	_	O	_	O	_
14	in	_	_	_	_	15	case	_	_	O	_	O	_
15	data	_	_	_	_	13	nmod	_	_	O	_	O	_
16	3	_	_	_	_	15	nmod	_	_	O	_	O	_
17	aprile	_	_	_	_	16	flat	_	_	O	_	O	_
18	2018	_	_	_	_	16	flat	_	_	O	_	O	_
19	,	_	_	_	_	13	punct	_	_	O	_	O	_
20	ha	_	_	_	_	21	aux	_	_	O	_	O	_
21	reso	_	_	_	_	1	ccomp	_	_	O	_	O	_
22	noto	_	_	_	_	21	xcomp	_	_	O	_	O	_
23	che	_	_	_	_	30	mark	_	_	O	_	O	_
24	il	_	_	_	_	25	det	_	_	O	_	O	_
25	deputato	_	_	_	_	30	nsubj:pass	_	_	O	_	O	_
26	Alessandro	_	_	_	_	25	nmod	_	_	O	_	O	_
27	Fusacchia	_	_	_	_	26	flat:name	_	_	O	_	O	_
28	è	_	_	_	_	30	aux	_	_	O	_	O	_
29	stato	_	_	_	_	30	aux:pass	_	_	O	_	O	_
30	nominato	_	_	_	_	21	ccomp	_	_	O	_	O	_
31	vicepresidente	_	_	_	_	30	xcomp	_	_	O	_	O	_
32-33	del	_	_	_	_	_	_	_	_	_	_	_	_
32	di	_	_	_	_	34	case	_	_	O	_	O	_
33	il	_	_	_	_	34	det	_	_	O	_	O	_
34	gruppo	_	_	_	_	31	nmod	_	_	O	_	O	_
35	in	_	_	_	_	36	case	_	_	O	_	O	_
36	rappresentanza	_	_	_	_	30	obl	_	_	O	_	O	_
37-38	della	_	_	_	_	_	_	_	_	_	_	_	_
37	di	_	_	_	_	39	case	_	_	O	_	O	_
38	la	_	_	_	_	39	det	_	_	O	_	O	_
39	componente	_	_	_	_	36	nmod	_	_	O	_	O	_
40	politica	_	_	_	_	39	amod	_	_	O	_	O	_
41	“	_	_	_	_	42	punct	_	_	O	_	O	_
42	+Europa	_	_	_	_	39	nmod	_	_	O	_	O	_
43	-Centro	_	_	_	_	42	punct	_	_	O	_	O	_
44	Democratico	_	_	_	_	43	amod	_	_	O	_	O	_
45	”	_	_	_	_	42	punct	_	_	O	_	O	_
46	.	_	_	_	_	1	punct	_	_	O	_	O	_
# Titolo per i prossimi 1 interventi: Autorizzazione alla costituzione di un gruppo parlamentare e invito alla sua costituzione.
# INTERVENTO NUMERO 5
# id="tit00030.int00010" cognomeNome="FICO Roberto" nominativo="PRESIDENTE"
# sent_id = 1
# text = Comunico che l'Ufficio di Presidenza, nella riunione del 9 aprile 2018, a norma dell'articolo 14, comma 2, del Regolamento, ha deliberato di autorizzare la costituzione del gruppo parlamentare “Liberi e Uguali”.
1	Comunico	_	_	_	_	0	root	_	_	O	_	O	_
2	che	_	_	_	_	32	mark	_	_	O	_	O	_
3	l'	_	_	_	_	4	det	_	_	O	_	O	_
4	Ufficio	_	_	_	_	32	nsubj	_	_	O	_	O	_
5	di	_	_	_	_	6	case	_	_	O	_	O	_
6	Presidenza	_	_	_	_	4	nmod	_	_	O	_	O	_
7	,	_	_	_	_	4	punct	_	_	O	_	O	_
8-9	nella	_	_	_	_	_	_	_	_	_	_	_	_
8	in	_	_	_	_	10	case	_	_	O	_	O	_
9	la	_	_	_	_	10	det	_	_	O	_	O	_
10	riunione	_	_	_	_	32	obl	_	_	O	_	O	_
11-12	del	_	_	_	_	_	_	_	_	_	_	_	_
11	di	_	_	_	_	13	case	_	_	O	_	O	_
12	il	_	_	_	_	13	det	_	_	O	_	O	_
13	9	_	_	_	_	10	nmod	_	_	O	_	O	_
14	aprile	_	_	_	_	13	flat	_	_	O	_	O	_
15	2018	_	_	_	_	13	flat	_	_	O	_	O	_
16	,	_	_	_	_	10	punct	_	_	O	_	O	_
17	a	_	_	_	_	18	case	_	_	O	_	O	_
18	norma	_	_	_	_	32	obl	_	_	O	_	O	_
19-20	dell'	_	_	_	_	_	_	_	_	_	_	_	_
19	di	_	_	_	_	21	case	_	_	O	_	O	_
20	l'	_	_	_	_	21	det	_	_	O	_	O	_
21	articolo	_	_	_	_	18	nmod	_	_	O	_	O	_
22	14	_	_	_	_	21	nummod	_	_	O	_	O	_
23	,	_	_	_	_	21	punct	_	_	O	_	O	_
24	comma	_	_	_	_	21	nmod	_	_	O	_	O	_
25	2	_	_	_	_	24	nummod	_	_	O	_	O	_
26	,	_	_	_	_	21	punct	_	_	O	_	O	_
27-28	del	_	_	_	_	_	_	_	_	_	_	_	_
27	di	_	_	_	_	29	case	_	_	O	_	O	_
28	il	_	_	_	_	29	det	_	_	O	_	O	_
29	Regolamento	_	_	_	_	21	nmod	_	_	O	_	O	_
30	,	_	_	_	_	18	punct	_	_	O	_	O	_
31	ha	_	_	_	_	32	aux	_	_	O	_	O	_
32	deliberato	_	_	_	_	1	ccomp	_	_	O	_	O	_
33	di	_	_	_	_	34	mark	_	_	O	_	O	_
34	autorizzare	_	_	_	_	32	xcomp	_	_	O	_	O	_
35	la	_	_	_	_	36	det	_	_	O	_	O	_
36	costituzione	_	_	_	_	34	obj	_	_	O	_	O	_
37-38	del	_	_	_	_	_	_	_	_	_	_	_	_
37	di	_	_	_	_	39	case	_	_	O	_	O	_
38	il	_	_	_	_	39	det	_	_	O	_	O	_
39	gruppo	_	_	_	_	36	nmod	_	_	O	_	O	_
40	parlamentare	_	_	_	_	39	amod	_	_	O	_	O	_
41	“	_	_	_	_	42	punct	_	_	O	_	O	_
42	Liberi	_	_	_	_	39	nmod	_	_	O	_	O	_
43	e	_	_	_	_	44	cc	_	_	O	_	O	_
44	Uguali	_	_	_	_	42	conj	_	_	O	_	O	_
45	”	_	_	_	_	42	punct	_	_	O	_	O	_
46	.	_	_	_	_	1	punct	_	_	O	_	O	_
# sent_id = 2
# text = Tale gruppo è convocato oggi stesso, al termine della seduta dell'Assemblea, per procedere all'elezione del presidente e degli altri organi direttivi.
1	Tale	_	_	_	_	2	det	_	_	O	_	O	_
2	gruppo	_	_	_	_	4	nsubj:pass	_	_	O	_	O	_
3	è	_	_	_	_	4	aux:pass	_	_	O	_	O	_
4	convocato	_	_	_	_	0	root	_	_	O	_	O	_
5	oggi	_	_	_	_	4	advmod	_	_	O	_	O	_
6	stesso	_	_	_	_	5	amod	_	_	O	_	O	_
7	,	_	_	_	_	4	punct	_	_	O	_	O	_
8-9	al	_	_	_	_	_	_	_	_	_	_	_	_
8	a	_	_	_	_	10	case	_	_	O	_	O	_
9	il	_	_	_	_	10	det	_	_	O	_	O	_
10	termine	_	_	_	_	4	obl	_	_	O	_	O	_
11-12	della	_	_	_	_	_	_	_	_	_	_	_	_
11	di	_	_	_	_	13	case	_	_	O	_	O	_
12	la	_	_	_	_	13	det	_	_	O	_	O	_
13	seduta	_	_	_	_	10	nmod	_	_	O	_	O	_
14-15	dell'	_	_	_	_	_	_	_	_	_	_	_	_
14	di	_	_	_	_	16	case	_	_	O	_	O	_
15	l'	_	_	_	_	16	det	_	_	O	_	O	_
