ID	FORM	LEMMA	CPOS	POS	FEATS	HEAD	DEPREL	PHEAD	PDEPREL	CUE_NEG	SCOPE_NEG	CUE_SPEC	SCOPE_SPEC
3	legge	_	_	_	_	0	root	_	_	DESCR.	DESCR.	DESCR.	DESCR.
4	il	_	_	_	_	5	det	_	_	DESCR.	DESCR.	DESCR.	DESCR.
5	processo	_	_	_	_	3	obj	_	_	DESCR.	DESCR.	DESCR.	DESCR.
6	verbale	_	_	_	_	5	amod	_	_	DESCR.	DESCR.	DESCR.	DESCR.
7-8	della	_	_	_	_	_	_	_	_	_	_	_	_
7	di	_	_	_	_	9	case	_	_	DESCR.	DESCR.	DESCR.	DESCR.
8	la	_	_	_	_	9	det	_	_	DESCR.	DESCR.	DESCR.	DESCR.
9	seduta	_	_	_	_	5	nmod	_	_	DESCR.	DESCR.	DESCR.	DESCR.
10	di	_	_	_	_	11	case	_	_	DESCR.	DESCR.	DESCR.	DESCR.
11	ieri	_	_	_	_	9	advmod	_	_	DESCR.	DESCR.	DESCR.	DESCR.
12	.	_	_	_	_	3	punct	_	_	DESCR.	DESCR.	DESCR.	DESCR.
# INTERVENTO NUMERO 2
# id="tit00000.int00030" cognomeNome="FICO Roberto" nominativo="PRESIDENTE"
# sent_id = 1
# text = Se non vi sono osservazioni, il processo verbale si intende approvato.
1	Se	_	_	_	_	4	mark	_	_	O	_	O	_
2	non	_	_	_	_	4	advmod	_	_	BN	_	O	_
3	vi	_	_	_	_	4	expl	_	_	O	2	O	_
4	sono	_	_	_	_	11	advcl	_	_	O	2	O	_
5	osservazioni	_	_	_	_	4	nsubj	_	_	O	2	O	_
6	,	_	_	_	_	4	punct	_	_	O	_	O	_
7	il	_	_	_	_	8	det	_	_	O	_	O	_
8	processo	_	_	_	_	11	nsubj:pass	_	_	O	_	O	_
9	verbale	_	_	_	_	8	amod	_	_	O	_	O	_
10	si	_	_	_	_	11	expl:pass	_	_	O	_	O	_
11	intende	_	_	_	_	0	root	_	_	O	_	O	_
12	approvato	_	_	_	_	11	xcomp	_	_	O	_	O	_
13	.	_	_	_	_	11	punct	_	_	O	_	O	_
# sent_id = 2
# text = (È approvato).
1	(	_	_	_	_	3	punct	_	_	DESCR.	DESCR.	DESCR.	DESCR.
2	È	_	_	_	_	3	aux:pass	_	_	DESCR.	DESCR.	DESCR.	DESCR.
3	approvato	_	_	_	_	0	root	_	_	DESCR.	DESCR.	DESCR.	DESCR.
4	)	_	_	_	_	3	punct	_	_	DESCR.	DESCR.	DESCR.	DESCR.
5	.	_	_	_	_	3	punct	_	_	DESCR.	DESCR.	DESCR.	DESCR.
# Titolo per i prossimi 1 interventi: Missioni.
# INTERVENTO NUMERO 3
# id="tit00010.int00010" cognomeNome="FICO Roberto" nominativo="PRESIDENTE"
# sent_id = 1
# text = Comunico che, ai sensi dell'articolo 46, comma 2, del Regolamento, i deputati Fusacchia, Galizia, Grillo, Lorenzin, Madia, Migliore, Rosato e Scalfarotto sono in missione a decorrere dalla seduta odierna.
1	Comunico	_	_	_	_	0	root	_	_	O	_	O	_
2	che	_	_	_	_	38	mark	_	_	O	_	O	_
3	,	_	_	_	_	38	punct	_	_	O	_	O	_
4-5	ai	_	_	_	_	_	_	_	_	_	_	_	_
4	a	_	_	_	_	6	case	_	_	O	_	O	_
5	i	_	_	_	_	6	det	_	_	O	_	O	_
6	sensi	_	_	_	_	38	obl	_	_	O	_	O	_
7-8	dell'	_	_	_	_	_	_	_	_	_	_	_	_
7	di	_	_	_	_	9	case	_	_	O	_	O	_
8	l'	_	_	_	_	9	det	_	_	O	_	O	_
9	articolo	_	_	_	_	6	nmod	_	_	O	_	O	_
10	46	_	_	_	_	9	nummod	_	_	O	_	O	_
11	,	_	_	_	_	9	punct	_	_	O	_	O	_
12	comma	_	_	_	_	9	nmod	_	_	O	_	O	_
13	2	_	_	_	_	12	nummod	_	_	O	_	O	_
14	,	_	_	_	_	9	punct	_	_	O	_	O	_
15-16	del	_	_	_	_	_	_	_	_	_	_	_	_
15	di	_	_	_	_	17	case	_	_	O	_	O	_
16	il	_	_	_	_	17	det	_	_	O	_	O	_
17	Regolamento	_	_	_	_	9	nmod	_	_	O	_	O	_
18	,	_	_	_	_	6	punct	_	_	O	_	O	_
19	i	_	_	_	_	20	det	_	_	O	_	O	_
20	deputati	_	_	_	_	38	nsubj	_	_	O	_	O	_
21	Fusacchia	_	_	_	_	20	nmod	_	_	O	_	O	_
22	,	_	_	_	_	23	punct	_	_	O	_	O	_
23	Galizia	_	_	_	_	21	conj	_	_	O	_	O	_
24	,	_	_	_	_	25	punct	_	_	O	_	O	_
25	Grillo	_	_	_	_	21	conj	_	_	O	_	O	_
26	,	_	_	_	_	27	punct	_	_	O	_	O	_
27	Lorenzin	_	_	_	_	21	conj	_	_	O	_	O	_
28	,	_	_	_	_	29	punct	_	_	O	_	O	_
29	Madia	_	_	_	_	21	conj	_	_	O	_	O	_
30	,	_	_	_	_	31	punct	_	_	O	_	O	_
31	Migliore	_	_	_	_	21	conj	_	_	O	_	O	_
32	,	_	_	_	_	33	punct	_	_	O	_	O	_
33	Rosato	_	_	_	_	21	conj	_	_	O	_	O	_
34	e	_	_	_	_	35	cc	_	_	O	_	O	_
35	Scalfarotto	_	_	_	_	21	conj	_	_	O	_	O	_
36	sono	_	_	_	_	38	cop	_	_	O	_	O	_
37	in	_	_	_	_	38	case	_	_	O	_	O	_
38	missione	_	_	_	_	1	ccomp	_	_	O	_	O	_
39	a	_	_	_	_	40	mark	_	_	O	_	O	_
40	decorrere	_	_	_	_	38	advcl	_	_	O	_	O	_
41-42	dalla	_	_	_	_	_	_	_	_	_	_	_	_
41	da	_	_	_	_	43	case	_	_	O	_	O	_
42	la	_	_	_	_	43	det	_	_	O	_	O	_
43	seduta	_	_	_	_	40	obl	_	_	O	_	O	_
44	odierna	_	_	_	_	43	amod	_	_	O	_	O	_
45	.	_	_	_	_	1	punct	_	_	O	_	O	_
# sent_id = 2
# text = I deputati in missione sono complessivamente ventotto, come risulta dall'elenco depositato presso la Presidenza e che sarà pubblicato nell' allegato A al resoconto della seduta odierna (Ulteriori comunicazioni all'Assemblea saranno pubblicate nell'allegato A al resoconto della seduta odierna).
1	I	_	_	_	_	2	det	_	_	O	_	O	_
2	deputati	_	_	_	_	7	nsubj	_	_	O	_	O	_
3	in	_	_	_	_	4	case	_	_	O	_	O	_
4	missione	_	_	_	_	2	nmod	_	_	O	_	O	_
5	sono	_	_	_	_	7	cop	_	_	O	_	O	_
6	complessivamente	_	_	_	_	7	advmod	_	_	O	_	O	_
7	ventotto	_	_	_	_	0	root	_	_	O	_	O	_
8	,	_	_	_	_	7	punct	_	_	O	_	O	_
9	come	_	_	_	_	10	mark	_	_	O	_	O	_
10	risulta	_	_	_	_	7	advcl	_	_	O	_	O	_
11-12	dall'	_	_	_	_	_	_	_	_	_	_	_	_
11	da	_	_	_	_	13	case	_	_	O	_	O	_
12	l'	_	_	_	_	13	det	_	_	O	_	O	_
13	elenco	_	_	_	_	10	obl	_	_	O	_	O	_
14	depositato	_	_	_	_	13	acl	_	_	O	_	O	_
15	presso	_	_	_	_	17	case	_	_	O	_	O	_
16	la	_	_	_	_	17	det	_	_	O	_	O	_
17	Presidenza	_	_	_	_	14	obl	_	_	O	_	O	_
18	e	_	_	_	_	21	cc	_	_	O	_	O	_
19	che	_	_	_	_	21	nsubj:pass	_	_	O	_	O	_
20	sarà	_	_	_	_	21	aux:pass	_	_	O	_	O	_
21	pubblicato	_	_	_	_	14	conj	_	_	O	_	O	_
22-23	nell'	_	_	_	_	_	_	_	_	_	_	_	_
22	in	_	_	_	_	24	case	_	_	O	_	O	_
23	l'	_	_	_	_	24	det	_	_	O	_	O	_
24	allegato	_	_	_	_	21	obl	_	_	O	_	O	_
25	A	_	_	_	_	24	nmod	_	_	O	_	O	_
26-27	al	_	_	_	_	_	_	_	_	_	_	_	_
26	a	_	_	_	_	28	case	_	_	O	_	O	_
27	il	_	_	_	_	28	det	_	_	O	_	O	_
28	resoconto	_	_	_	_	24	nmod	_	_	O	_	O	_
29-30	della	_	_	_	_	_	_	_	_	_	_	_	_
29	di	_	_	_	_	31	case	_	_	O	_	O	_
30	la	_	_	_	_	31	det	_	_	O	_	O	_
31	seduta	_	_	_	_	28	nmod	_	_	O	_	O	_
32	odierna	_	_	_	_	31	amod	_	_	O	_	O	_
33	(	_	_	_	_	40	punct	_	_	DESCR.	DESCR.	DESCR.	DESCR.
34	Ulteriori	_	_	_	_	35	amod	_	_	DESCR.	DESCR.	DESCR.	DESCR.
35	comunicazioni	_	_	_	_	40	nsubj:pass	_	_	DESCR.	DESCR.	DESCR.	DESCR.
36-37	all'	_	_	_	_	_	_	_	_	_	_	_	_
36	a	_	_	_	_	38	case	_	_	DESCR.	DESCR.	DESCR.	DESCR.
37	l'	_	_	_	_	38	det	_	_	DESCR.	DESCR.	DESCR.	DESCR.
38	Assemblea	_	_	_	_	35	nmod	_	_	DESCR.	DESCR.	DESCR.	DESCR.
39	saranno	_	_	_	_	40	aux:pass	_	_	DESCR.	DESCR.	DESCR.	DESCR.
40	pubblicate	_	_	_	_	21	advcl	_	_	DESCR.	DESCR.	DESCR.	DESCR.
41-42	nell'	_	_	_	_	_	_	_	_	_	_	_	_
41	in	_	_	_	_	43	case	_	_	DESCR.	DESCR.	DESCR.	DESCR.
42	l'	_	_	_	_	43	det	_	_	DESCR.	DESCR.	DESCR.	DESCR.
43	allegato	_	_	_	_	40	obl	_	_	DESCR.	DESCR.	DESCR.	DESCR.
44	A	_	_	_	_	43	nmod	_	_	DESCR.	DESCR.	DESCR.	DESCR.
45-46	al	_	_	_	_	_	_	_	_	_	_	_	_
45	a	_	_	_	_	47	case	_	_	DESCR.	DESCR.	DESCR.	DESCR.
46	il	_	_	_	_	47	det	_	_	DESCR.	DESCR.	DESCR.	DESCR.
47	resoconto	_	_	_	_	43	nmod	_	_	DESCR.	DESCR.	DESCR.	DESCR.
48-49	della	_	_	_	_	_	_	_	_	_	_	_	_
48	di	_	_	_	_	50	case	_	_	DESCR.	DESCR.	DESCR.	DESCR.
49	la	_	_	_	_	50	det	_	_	DESCR.	DESCR.	DESCR.	DESCR.
50	seduta	_	_	_	_	47	nmod	_	_	DESCR.	DESCR.	DESCR.	DESCR.
51	odierna	_	_	_	_	50	amod	_	_	DESCR.	DESCR.	DESCR.	DESCR.
52	)	_	_	_	_	40	punct	_	_	DESCR.	DESCR.	DESCR.	DESCR.
53	.	_	_	_	_	7	punct	_	_	O	_	O	_
# Titolo per i prossimi 2 interventi: Preavviso di votazioni elettroniche (ore 15,04). (ore 15,04)
# INTERVENTO NUMERO 4
# id="tit00020.int00010" cognomeNome="FICO Roberto" nominativo="PRESIDENTE"
# sent_id = 1
# text = Poiché nel corso della seduta potranno aver luogo votazioni mediante procedimento elettronico, decorrono da questo momento i termini di preavviso di cinque e venti minuti previsti dall'articolo 49, comma 5, del Regolamento.
1	Poiché	_	_	_	_	9	mark	_	_	O	_	O	_
2-3	nel	_	_	_	_	_	_	_	_	_	_	_	_
2	in	_	_	_	_	4	case	_	_	O	_	O	_
3	il	_	_	_	_	4	det	_	_	O	_	O	_
4	corso	_	_	_	_	9	obl	_	_	O	_	O	_
5-6	della	_	_	_	_	_	_	_	_	_	_	_	_
5	di	_	_	_	_	7	case	_	_	O	_	O	_
6	la	_	_	_	_	7	det	_	_	O	_	O	_
7	seduta	_	_	_	_	4	nmod	_	_	O	_	O	_
8	potranno	_	_	_	_	9	aux	_	_	O	_	O	_
9	aver	_	_	_	_	16	advcl	_	_	O	_	O	_
10	luogo	_	_	_	_	9	obj	_	_	O	_	O	_
11	votazioni	_	_	_	_	9	nsubj	_	_	O	_	O	_
12	mediante	_	_	_	_	13	case	_	_	O	_	O	_
13	procedimento	_	_	_	_	11	nmod	_	_	O	_	O	_
14	elettronico	_	_	_	_	13	amod	_	_	O	_	O	_
15	,	_	_	_	_	9	punct	_	_	O	_	O	_
16	decorrono	_	_	_	_	0	root	_	_	O	_	O	_
17	da	_	_	_	_	19	case	_	_	O	_	O	_
18	questo	_	_	_	_	19	det	_	_	O	_	O	_
19	momento	_	_	_	_	16	obl	_	_	O	_	O	_
20	i	_	_	_	_	21	det	_	_	O	_	O	_
21	termini	_	_	_	_	16	nsubj	_	_	O	_	O	_
22	di	_	_	_	_	23	case	_	_	O	_	O	_
23	preavviso	_	_	_	_	21	nmod	_	_	O	_	O	_
24	di	_	_	_	_	25	case	_	_	O	_	O	_
25	cinque	_	_	_	_	28	nummod	_	_	O	_	O	_
26	e	_	_	_	_	27	cc	_	_	O	_	O	_
27	venti	_	_	_	_	25	conj	_	_	O	_	O	_
28	minuti	_	_	_	_	23	nmod	_	_	O	_	O	_
29	previsti	_	_	_	_	21	acl	_	_	O	_	O	_
30-31	dall'	_	_	_	_	_	_	_	_	_	_	_	_
30	da	_	_	_	_	32	case	_	_	O	_	O	_
31	l'	_	_	_	_	32	det	_	_	O	_	O	_
32	articolo	_	_	_	_	29	obl:agent	_	_	O	_	O	_
33	49	_	_	_	_	32	nummod	_	_	O	_	O	_
34	,	_	_	_	_	32	punct	_	_	O	_	O	_
35	comma	_	_	_	_	32	nmod	_	_	O	_	O	_
36	5	_	_	_	_	35	nummod	_	_	O	_	O	_
37	,	_	_	_	_	32	punct	_	_	O	_	O	_
38-39	del	_	_	_	_	_	_	_	_	_	_	_	_
38	di	_	_	_	_	40	case	_	_	O	_	O	_
39	il	_	_	_	_	40	det	_	_	O	_	O	_
40	Regolamento	_	_	_	_	32	nmod	_	_	O	_	O	_
41	.	_	_	_	_	16	punct	_	_	O	_	O	_
# sent_id = 2
# text = Sospendo pertanto la seduta, che riprenderà alle ore 15,25.
1	Sospendo	_	_	_	_	0	root	_	_	O	_	O	_
2	pertanto	_	_	_	_	1	advmod	_	_	O	_	O	_
3	la	_	_	_	_	4	det	_	_	O	_	O	_
4	seduta	_	_	_	_	1	obj	_	_	O	_	O	_
5	,	_	_	_	_	4	punct	_	_	O	_	O	_
6	che	_	_	_	_	7	nsubj	_	_	O	_	O	_
7	riprenderà	_	_	_	_	4	acl:relcl	_	_	O	_	O	_
8-9	alle	_	_	_	_	_	_	_	_	_	_	_	_
8	a	_	_	_	_	10	case	_	_	O	_	O	_
9	le	_	_	_	_	10	det	_	_	O	_	O	_
10	ore	_	_	_	_	7	obl	_	_	O	_	O	_
11	15,25	_	_	_	_	10	nummod	_	_	O	_	O	_
12	.	_	_	_	_	1	punct	_	_	O	_	O	_
# INTERVENTO NUMERO 5
# id="tit00020.int00020" cognomeNome="FICO Roberto" nominativo="PRESIDENTE"
# sent_id = 1
# text = Colleghi, è in visita presso la Camera dei deputati, e sta assistendo - quindi chiedo un po' di silenzio - ai nostri lavori dalle tribune una delegazione dei rappresentanti del Regno di Giordania e del Regno del Marocco che sta svolgendo una visita di studi in Italia organizzata dall'Organizzazione per la cooperazione e lo sviluppo economico.
1	Colleghi	_	_	_	_	5	vocative	_	_	O	_	O	_
2	,	_	_	_	_	1	punct	_	_	O	_	O	_
3	è	_	_	_	_	5	cop	_	_	O	_	O	_
4	in	_	_	_	_	5	case	_	_	O	_	O	_
5	visita	_	_	_	_	0	root	_	_	O	_	O	_
6	presso	_	_	_	_	8	case	_	_	O	_	O	_
7	la	_	_	_	_	8	det	_	_	O	_	O	_
8	Camera	_	_	_	_	5	nmod	_	_	O	_	O	_
9-10	dei	_	_	_	_	_	_	_	_	_	_	_	_
9	di	_	_	_	_	11	case	_	_	O	_	O	_
10	i	_	_	_	_	11	det	_	_	O	_	O	_
11	deputati	_	_	_	_	8	nmod	_	_	O	_	O	_
12	,	_	_	_	_	15	punct	_	_	O	_	O	_
13	e	_	_	_	_	15	cc	_	_	O	_	O	_
14	sta	_	_	_	_	15	aux	_	_	O	_	O	_
15	assistendo	_	_	_	_	5	conj	_	_	O	_	O	_
16	-	_	_	_	_	18	punct	_	_	O	_	O	_
17	quindi	_	_	_	_	18	advmod	_	_	O	_	O	_
18	chiedo	_	_	_	_	15	advcl	_	_	O	_	O	_
19	un	_	_	_	_	20	det	_	_	O	_	O	_
20	po'	_	_	_	_	18	obj	_	_	O	_	O	_
21	di	_	_	_	_	22	case	_	_	O	_	O	_
22	silenzio	_	_	_	_	20	nmod	_	_	O	_	O	_
23	-	_	_	_	_	18	punct	_	_	O	_	O	_
24-25	ai	_	_	_	_	_	_	_	_	_	_	_	_
24	a	_	_	_	_	27	case	_	_	O	_	O	_
25	i	_	_	_	_	27	det	_	_	O	_	O	_
26	nostri	_	_	_	_	27	det:poss	_	_	O	_	O	_
27	lavori	_	_	_	_	15	obl	_	_	O	_	O	_
28-29	dalle	_	_	_	_	_	_	_	_	_	_	_	_
28	da	_	_	_	_	30	case	_	_	O	_	O	_
29	le	_	_	_	_	30	det	_	_	O	_	O	_
30	tribune	_	_	_	_	15	obl	_	_	O	_	O	_
31	una	_	_	_	_	32	det	_	_	O	_	O	_
32	delegazione	_	_	_	_	15	nsubj	_	_	O	_	O	_
33-34	dei	_	_	_	_	_	_	_	_	_	_	_	_
33	di	_	_	_	_	35	case	_	_	O	_	O	_
34	i	_	_	_	_	35	det	_	_	O	_	O	_
35	rappresentanti	_	_	_	_	32	nmod	_	_	O	_	O	_
36-37	del	_	_	_	_	_	_	_	_	_	_	_	_
36	di	_	_	_	_	38	case	_	_	O	_	O	_
37	il	_	_	_	_	38	det	_	_	O	_	O	_
38	Regno	_	_	_	_	35	nmod	_	_	O	_	O	_
39	di	_	_	_	_	40	case	_	_	O	_	O	_
40	Giordania	_	_	_	_	38	nmod	_	_	O	_	O	_
41	e	_	_	_	_	44	cc	_	_	O	_	O	_
42-43	del	_	_	_	_	_	_	_	_	_	_	_	_
42	di	_	_	_	_	44	case	_	_	O	_	O	_
43	il	_	_	_	_	44	det	_	_	O	_	O	_
44	Regno	_	_	_	_	38	conj	_	_	O	_	O	_
45-46	del	_	_	_	_	_	_	_	_	_	_	_	_
45	di	_	_	_	_	47	case	_	_	O	_	O	_
46	il	_	_	_	_	47	det	_	_	O	_	O	_
47	Marocco	_	_	_	_	44	nmod	_	_	O	_	O	_
48	che	_	_	_	_	50	nsubj	_	_	O	_	O	_
49	sta	_	_	_	_	50	aux	_	_	O	_	O	_
50	svolgendo	_	_	_	_	32	acl:relcl	_	_	O	_	O	_
51	una	_	_	_	_	52	det	_	_	O	_	O	_
52	visita	_	_	_	_	50	obj	_	_	O	_	O	_
53	di	_	_	_	_	54	case	_	_	O	_	O	_
54	studi	_	_	_	_	52	nmod	_	_	O	_	O	_
55	in	_	_	_	_	56	case	_	_	O	_	O	_
56	Italia	_	_	_	_	52	nmod	_	_	O	_	O	_
57	organizzata	_	_	_	_	52	acl	_	_	O	_	O	_
58-59	dall'	_	_	_	_	_	_	_	_	_	_	_	_
58	da	_	_	_	_	60	case	_	_	O	_	O	_
59	l'	_	_	_	_	60	det	_	_	O	_	O	_
60	Organizzazione	_	_	_	_	57	obl:agent	_	_	O	_	O	_
61	per	_	_	_	_	63	case	_	_	O	_	O	_
62	la	_	_	_	_	63	det	_	_	O	_	O	_
63	cooperazione	_	_	_	_	60	nmod	_	_	O	_	O	_
64	e	_	_	_	_	66	cc	_	_	O	_	O	_
65	lo	_	_	_	_	66	det	_	_	O	_	O	_
66	sviluppo	_	_	_	_	63	conj	_	_	O	_	O	_
67	economico	_	_	_	_	66	amod	_	_	O	_	O	_
68	.	_	_	_	_	5	punct	_	_	O	_	O	_
# sent_id = 2
# text = Rivolgo alla delegazione, anche a nome dell'Assemblea, un caloroso saluto (Applausi).
1	Rivolgo	_	_	_	_	0	root	_	_	O	_	O	_
2-3	alla	_	_	_	_	_	_	_	_	_	_	_	_
2	a	_	_	_	_	4	case	_	_	O	_	O	_
3	la	_	_	_	_	4	det	_	_	O	_	O	_
4	delegazione	_	_	_	_	1	obl	_	_	O	_	O	_
5	,	_	_	_	_	1	punct	_	_	O	_	O	_
6	anche	_	_	_	_	8	advmod	_	_	O	_	O	_
7	a	_	_	_	_	8	case	_	_	O	_	O	_
8	nome	_	_	_	_	1	obl	_	_	O	_	O	_
9-10	dell'	_	_	_	_	_	_	_	_	_	_	_	_
9	di	_	_	_	_	11	case	_	_	O	_	O	_
10	l'	_	_	_	_	11	det	_	_	O	_	O	_
11	Assemblea	_	_	_	_	8	nmod	_	_	O	_	O	_
12	,	_	_	_	_	1	punct	_	_	O	_	O	_
13	un	_	_	_	_	15	det	_	_	O	_	O	_
14	caloroso	_	_	_	_	15	amod	_	_	O	_	O	_
15	saluto	_	_	_	_	1	obj	_	_	O	_	O	_
16	(	_	_	_	_	17	punct	_	_	DESCR.	DESCR.	DESCR.	DESCR.
17	Applausi	_	_	_	_	1	obl	_	_	DESCR.	DESCR.	DESCR.	DESCR.
18	)	_	_	_	_	17	punct	_	_	DESCR.	DESCR.	DESCR.	DESCR.
19	.	_	_	_	_	1	punct	_	_	O	_	O	_
# Titolo per i prossimi 42 interventi: Seguito della discussione del disegno di legge: Conversione in legge del decreto-legge 10 aprile 2018, n. 30, recante misure urgenti per assicurare la continuità delle funzioni dell'Autorità di regolazione per energia, reti e ambiente (ARERA) (A.C. 484-A).
# INTERVENTO NUMERO 6
# id="tit00030.int00010" cognomeNome="FICO Roberto" nominativo="PRESIDENTE"
# sent_id = 1
# text = L'ordine del giorno reca il seguito della discussione del disegno di legge n. 484-A:
1	L'	_	_	_	_	2	det	_	_	O	_	O	_
2	ordine	_	_	_	_	6	nsubj	_	_	O	_	O	_
3-4	del	_	_	_	_	_	_	_	_	_	_	_	_
3	di	_	_	_	_	5	case	_	_	O	_	O	_
4	il	_	_	_	_	5	det	_	_	O	_	O	_
5	giorno	_	_	_	_	2	nmod	_	_	O	_	O	_
6	reca	_	_	_	_	0	root	_	_	O	_	O	_
7	il	_	_	_	_	8	det	_	_	O	_	O	_
8	seguito	_	_	_	_	6	obj	_	_	O	_	O	_
9-10	della	_	_	_	_	_	_	_	_	_	_	_	_
9	di	_	_	_	_	11	case	_	_	O	_	O	_
10	la	_	_	_	_	11	det	_	_	O	_	O	_
11	discussione	_	_	_	_	8	nmod	_	_	O	_	O	_
12-13	del	_	_	_	_	_	_	_	_	_	_	_	_
12	di	_	_	_	_	14	case	_	_	O	_	O	_
13	il	_	_	_	_	14	det	_	_	O	_	O	_
14	disegno	_	_	_	_	11	nmod	_	_	O	_	O	_
15	di	_	_	_	_	16	case	_	_	O	_	O	_
16	legge	_	_	_	_	14	nmod	_	_	O	_	O	_
17	n.	_	_	_	_	16	nmod	_	_	O	_	O	_
18	484	_	_	_	_	17	nummod	_	_	O	_	O	_
19	-	_	_	_	_	17	punct	_	_	O	_	O	_
20	A	_	_	_	_	17	nmod	_	_	O	_	O	_
21	:	_	_	_	_	6	punct	_	_	O	_	O	_
# sent_id = 2
# text = Conversione in legge del decreto-legge 10 aprile 2018, n. 30, recante misure urgenti per assicurare la continuità delle funzioni dell'Autorità di regolazione per energia, reti e ambiente (ARERA).
1	Conversione	_	_	_	_	0	root	_	_	O	_	O	_
2	in	_	_	_	_	3	case	_	_	O	_	O	_
3	legge	_	_	_	_	1	nmod	_	_	O	_	O	_
4-5	del	_	_	_	_	_	_	_	_	_	_	_	_
4	di	_	_	_	_	6	case	_	_	O	_	O	_
5	il	_	_	_	_	6	det	_	_	O	_	O	_
6	decreto	_	_	_	_	1	nmod	_	_	O	_	O	_
7	-	_	_	_	_	6	punct	_	_	O	_	O	_
8	legge	_	_	_	_	6	nmod	_	_	O	_	O	_
9	10	_	_	_	_	6	nmod	_	_	O	_	O	_
10	aprile	_	_	_	_	9	flat	_	_	O	_	O	_
11	2018	_	_	_	_	9	flat	_	_	O	_	O	_
12	,	_	_	_	_	6	punct	_	_	O	_	O	_
13	n.	_	_	_	_	6	nmod	_	_	O	_	O	_
14	30	_	_	_	_	13	nummod	_	_	O	_	O	_
15	,	_	_	_	_	6	punct	_	_	O	_	O	_
16	recante	_	_	_	_	6	acl	_	_	O	_	O	_
17	misure	_	_	_	_	16	obj	_	_	O	_	O	_
18	urgenti	_	_	_	_	17	amod	_	_	O	_	O	_
19	per	_	_	_	_	20	mark	_	_	O	_	O	_
20	assicurare	_	_	_	_	17	acl	_	_	O	_	O	_
21	la	_	_	_	_	22	det	_	_	O	_	O	_
22	continuità	_	_	_	_	20	obj	_	_	O	_	O	_
23-24	delle	_	_	_	_	_	_	_	_	_	_	_	_
23	di	_	_	_	_	25	case	_	_	O	_	O	_
24	le	_	_	_	_	25	det	_	_	O	_	O	_
25	funzioni	_	_	_	_	22	nmod	_	_	O	_	O	_
26-27	dell'	_	_	_	_	_	_	_	_	_	_	_	_
26	di	_	_	_	_	28	case	_	_	O	_	O	_
27	l'	_	_	_	_	28	det	_	_	O	_	O	_
28	Autorità	_	_	_	_	25	nmod	_	_	O	_	O	_
29	di	_	_	_	_	30	case	_	_	O	_	O	_
30	regolazione	_	_	_	_	28	nmod	_	_	O	_	O	_
31	per	_	_	_	_	32	case	_	_	O	_	O	_
32	energia	_	_	_	_	28	nmod	_	_	O	_	O	_
33	,	_	_	_	_	34	punct	_	_	O	_	O	_
34	reti	_	_	_	_	32	conj	_	_	O	_	O	_
35	e	_	_	_	_	36	cc	_	_	O	_	O	_
36	ambiente	_	_	_	_	32	conj	_	_	O	_	O	_
37	(	_	_	_	_	38	punct	_	_	O	_	O	_
38	ARERA	_	_	_	_	28	appos	_	_	O	_	O	_
39	)	_	_	_	_	38	punct	_	_	O	_	O	_
